ci_course_no,ci_course_name,ci_teacher_name,ci_teacher_group,ci_class_name,ci_student_number,ci_class_att,ci_class_sign,ci_class_dep,ci_class_stat,ci_exam_type,ci_union_no,ci_original_remark,ci_appoint,ci_remark
Z5940X0035,铸造合金及熔炼,刘勇,,材料成型及控制工程[181-5]班,25,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0053,3D打印装备及设计,李文超:周奎,,材料成型及控制工程[181-5]班,75,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0037,压铸工艺及模具设计,胡志,,材料成型及控制工程[181-5]班,38,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0038,冲压工艺及模具设计,周六如,,材料成型及控制工程[181-5]班,50,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0041,塑料复合材料及成型技术,刘东雷,,材料成型及控制工程[181-5]班,63,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0039,锻造工艺及模具设计,张如华,,材料成型及控制工程[181-5]班,44,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0043,焊接材料及工艺,李玉龙,,材料成型及控制工程[181-5]班,72,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0042,熔焊方法及设备,贾剑平,,材料成型及控制工程[181-5]班,72,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0002,模具制造工艺,张如华,,材料成型及控制工程[181-5]班,57,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0026,电阻焊,马国红,,材料成型及控制工程[181-5]班,72,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0044,焊接结构,朱政强,,材料成型及控制工程[181-5]班,72,选修,1,机电学院,0,笔试考试,,,0,
Z5940X0036,铸造工艺学,艾凡荣:李克,,材料成型及控制工程[181-5]班,22,选修,1,机电学院,0,笔试考试,,,0,
T7210P0004,毛泽东思想和中国特色社会主义理论体系概论,雷振文,,材料成型及控制工程[181-5]班,138,必修,1,马克思主义学院,0,笔试考试,,,0,
Z611KB0003,毕业实习,,,应用物理学（航天班）171班,3,必修,1,信工学院,0,笔试考试,,,0,
Z5910B0201,公差与技术测量,熊君星,,能源与动力工程[191-3]班,103,必修,1,机电学院,0,笔试考试,,,0,
T5130F4001,学术英语,肖沁浪,,能源与动力工程192班,29,必修,1,大学英语,0,笔试考试,,19??,0,
T5130F4001,学术英语,谢言枝,,能源与动力工程191班,33,必修,1,大学英语,0,笔试考试,,19??,0,
T5130F4001,学术英语,徐士璐,,能源与动力工程193班,31,必修,1,大学英语,0,笔试考试,,19??,0,
Z5910B0102,微机原理与机电控制,宋红滚,,能源与动力工程[191-3]班,96,必修,1,机电学院,0,笔试考试,,,0,
Z5920B0002,流体力学,张莹,,能源与动力工程192班,32,必修,1,机电学院,0,笔试考试,,,0,
Z5920B0002,流体力学,姜光军,,能源与动力工程191班,35,必修,1,机电学院,0,笔试考试,,,0,
Z5920B0002,流体力学,包艳:徐猛,,能源与动力工程193班,41,必修,1,机电学院,0,笔试考试,,,0,
Z5920B0020,传热学,马春阳,,能源与动力工程193班,31,必修,1,机电学院,0,笔试考试,,,0,
Z5920B0020,传热学,曾文,,能源与动力工程191班,38,必修,1,机电学院,0,笔试考试,,,0,
J593KG0001,工程训练(Ⅰ),郭烈恩,,能源与动力工程192班,30,必修,1,机电学院,0,笔试考试,,,0,
J593KG0001,工程训练(Ⅰ),郭烈恩,,能源与动力工程191班,33,必修,1,机电学院,0,笔试考试,,,0,
J593KG0001,工程训练(Ⅰ),郭烈恩,,能源与动力工程193班,31,必修,1,机电学院,0,笔试考试,,,0,
Z5920B0005,能源与动力装置基础,戴源德:姜光军,,能源与动力工程[191-3]班,93,必修,1,机电学院,0,笔试考试,,,0,
J6040G2002,工程力学（Ⅱ）下,龚良贵:管国阳,,能源与动力工程[191-3]班,103,必修,1,建筑工程学院,0,笔试考试,,,0,
J7910G00071,化工原理,李星:徐远明,,生物工程[191-2]班,25,必修,1,食品学院,0,笔试考试,,,0,
Z7930B0102,生物化学,范亚苇:于化泓,,生物工程[191-2]班,26,必修,1,食品学院,0,笔试考试,,,0,
Z7520B0012,电视节目类型与策划,何静,,广播电视学[181-2]班,54,必修,1,新闻学院,0,笔试考试,,,0,
Z7520B0011,广播电视作品评析,郭晶星,,广播电视学[181-2]班,53,必修,1,新闻学院,0,笔试考试,,,0,
Z7530X0026,文化产业创意与策划,王婷,,广播电视学[181-2]班,53,选修,1,新闻学院,0,笔试考试,,,0,
Z7520X0013,视听语言,黄文杰,,广播电视学[181-2]班,53,选修,1,新闻学院,0,笔试考试,,,0,
Z7510B0006,深度报道,余玉,,广播电视学[181-2]班,53,选修,1,新闻学院,0,课程设计,,,0,
Z7510B0007,新闻评论,孙利,,广播电视学[181-2]班,55,选修,1,新闻学院,0,笔试考试,,,0,
Z622KB0003,毕业论文,,,应用心理学172班,28,必修,1,教育学院,0,笔试考试,,,0,
Z622KB0003,毕业论文,,,应用心理学171班,32,必修,1,教育学院,0,笔试考试,,,0,
Z81H0X0003,老年医学,涂云明,,口腔医学181班,5,选修,1,医学院,0,笔试考试,,,0,
J81N0Y0001,口腔解剖生理学,陈林林:段志坚:郭菁:胡道勇:金幼虹:吴润发:曾永发:朱洪水,,口腔医学181班,50,必修,1,医学院,0,笔试考试,,,0,
J81N0Y0002,口腔组织病理学,陈蔚华:裴婧,,口腔医学181班,50,必修,1,医学院,0,笔试考试,,,0,
Z8100B0025,内科学(II),付小君:李进:刘娟:刘青茂:刘晓静:潘永平:涂国胜:易伟:章志,,口腔医学181班,50,必修,1,医学院,0,笔试考试,,,0,
Z81N0K1001,毕业实习（1）,,,口腔医学181班,50,必修,1,医学院,0,笔试考试,,,0,
J81N0Y0003,口腔生物学,金幼虹:李志华:史彦:杨健,,口腔医学181班,50,必修,1,医学院,0,笔试考试,,,0,
Z81N0B0001,口腔材料学,金幼虹:李志华:连文伟:廖岚:史彦:魏俊超:喻静雯,,口腔医学181班,50,必修,1,医学院,0,笔试考试,,,0,
T7210P4006,形势与政策（4）,孟全军,,"金融数学191班,信息与计算科学191班,数学与应用数学[191-2]班",123,必修,1,马克思主义学院,0,笔试考试,,,0,
Z5510X0011,计算机网络原理,幸冬梅,,信息与计算科学191班,19,选修,1,理学院,0,笔试考试,,,0,
Z5510B0003,概率论与数理统计(Ⅲ)下,施绍萍,,信息与计算科学191班,53,必修,1,理学院,0,笔试考试,,,0,
Z5510B0008,数据结构,姚玉云,,信息与计算科学191班,43,必修,1,理学院,0,笔试考试,,,0,
Z5510X0061,偏微分方程,付海平,,信息与计算科学191班,11,选修,1,理学院,0,笔试考试,,,0,
Z6010X0002,建筑能效评估,郭兴国,,建筑环境与能源应用工程181班,31,选修,1,建筑工程学院,0,笔试考试,,,0,
Z601KX0030,建筑能效评估课程设计,郭兴国,,建筑环境与能源应用工程181班,32,选修,1,建筑工程学院,0,笔试考试,,,0,
Z6010X0020,建筑能源管理与节能,罗娜,,建筑环境与能源应用工程181班,31,选修,1,建筑工程学院,0,笔试考试,,,0,
Z6010B0050,供热工程,刘向伟,,建筑环境与能源应用工程181班,31,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6010B0048,空气调节,彭冬根,,建筑环境与能源应用工程181班,32,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6030X0507,建筑节能原理及技术,郭兴国,,建筑环境与能源应用工程181班,31,选修,1,建筑工程学院,0,笔试考试,,,0,
Z6010B0054,通风工程,陈文华,,建筑环境与能源应用工程181班,31,必修,1,建筑工程学院,0,笔试考试,,,0,
J81A0Y0036,病理生理学（Ⅰ）,胡贞贞:应颖,,基础医学191班,33,必修,1,医学院,0,笔试考试,,,0,
J81A0Y0037,病理学（Ⅰ）,肖雯,,基础医学191班,32,必修,1,医学院,0,笔试考试,,,0,
J81A0Y0035,分子生物学,陈飞,,基础医学191班,32,必修,1,医学院,0,笔试考试,,,0,
J81A0Y0039,医学遗传学（Ⅰ）,蔡伟,,基础医学191班,32,必修,1,医学院,0,笔试考试,,,0,
550GL019,线性代数,张志娟,,水利水电工程[201-2]班,71,必修,1,理学院,0,笔试考试,,,0,
605ZP202,测量学,许哲明,,水利水电工程[201-2]班,75,必修,1,建筑工程学院,0,笔试考试,,,0,
605ZP201,工程计算机制图,蒋水华,,水利水电工程[201-2]班,72,必修,1,建筑工程学院,0,操作考核,,,0,
606GL003,工程力学（2）上,彭南陵,,水利水电工程[201-2]班,83,必修,1,建筑工程学院,0,笔试考试,,,0,
Z7110X0039,行政体制比较,李彦娅,,行政管理181班,27,选修,1,公管学院,0,笔试考试,,,0,
Z7110X0039,行政体制比较,李彦娅,,行政管理182班,29,选修,1,公管学院,0,笔试考试,,,0,
Z7110X0037,西方政治思想史,刘海涛,,行政管理[181-2]班,10,选修,1,公管学院,0,笔试考试,,,0,
Z7110B0018,城市管理学,崔俊杰:刘湖北,,行政管理[181-2]班,70,必修,1,公管学院,0,笔试考试,,,0,
Z7110B0015,公务员制度,吕华,,行政管理181班,36,必修,1,公管学院,0,笔试考试,,,0,
Z7110B0015,公务员制度,吕华,,行政管理182班,34,必修,1,公管学院,0,笔试考试,,,0,
Z7110X0040,公共部门绩效管理,吴远卓,,行政管理[181-2]班,63,选修,1,公管学院,0,笔试考试,,,0,
Z7110X0041,电子政务,徐金金,,行政管理[181-2]班,67,选修,1,公管学院,0,笔试考试,,,0,
Z502KB0002,毕业论文,,,历史学172班,19,必修,1,人文学院,0,笔试考试,,,0,
Z502KB0002,毕业论文,,,历史学171班,19,必修,1,人文学院,0,笔试考试,,,0,
Z6210X0033,体育微格教学,,,运动训练181班,0,选修,1,教育学院,0,笔试考试,,,0,
Z6210X0020,运动处方理论与实践,,,运动训练181班,0,选修,1,教育学院,0,笔试考试,,,0,
Z6210X0016,运动生物力学概论,,,运动训练181班,0,选修,1,教育学院,0,笔试考试,,,0,
Z6210X0240,体育课程与教学论,,,运动训练181班,0,选修,1,教育学院,0,笔试考试,,,0,
J6020G0101,工程测量,许哲明,,建筑学[181-2]班,54,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6010B0104,西方前现代建筑史,李岳川,,建筑学[181-2]班,50,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6010B2102,建筑物理环境(Ⅱ),姜宇周,,建筑学[181-2]班,49,必修,1,建筑工程学院,0,笔试考试,,,0,
T7210P0002,马克思主义基本原理,邓扬麒:黄海珠,,"建筑学[181-2]班,土木工程（建筑工程方向）[191-3]班",141,必修,1,马克思主义学院,0,笔试考试,,,0,
Z601KB4102,建筑设计及原理（Ⅳ）,聂志勇:吴靖:周韬,,建筑学182班,26,必修,1,建筑工程学院,0,笔试考试,,,0,
Z601KB4102,建筑设计及原理（Ⅳ）,蔡晴:罗建亮:邱路,,建筑学181班,24,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6010B0005,专业外语,卢倚天:周韬,,建筑学[181-2]班,75,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6010X0102,中国近现代建筑史,李岳川,,建筑学[181-2]班,49,选修,1,建筑工程学院,0,笔试考试,,,0,
Z6010X0103,建筑室内设计原理,虞敏,,建筑学[181-2]班,48,选修,1,建筑工程学院,0,笔试考试,,,0,
Z6220B0101,变态心理学,郭明:胡飞虎:卢和丽,,应用心理学[191-2]班,56,必修,1,公管学院,0,笔试考试,,,0,
Z6220B0016,专业英语,罗青,,应用心理学[191-2]班,59,必修,1,教育学院,0,笔试考试,,,0,
Z6220B0015,组织行为学,余伟,,应用心理学[191-2]班,56,必修,1,教育学院,0,笔试考试,,,0,
J6220S0020,"心理测量学	",李力,,应用心理学[191-2]班,56,必修,1,公管学院,0,笔试考试,,,0,
Z6220B0020,咨询心理学,杨琳,,应用心理学[191-2]班,56,必修,1,教育学院,0,笔试考试,,,0,
Z531KB0022,毕业实习,,,知识产权171班,27,必修,1,法学院,0,笔试考试,,,0,
Z5700B0030,材料工程基础,李勇:张思宇,,材料科学与工程（无机非金属材料方向）[193-4]班,50,必修,1,材料学院,0,笔试考试,,,0,
Z5700B2028,材料科学基础（I）下,郭锐:唐建成:吴建,,材料科学与工程（无机非金属材料方向）194班,23,必修,1,材料学院,0,笔试考试,,,0,
Z5700B2028,材料科学基础（I）下,陈兴涛:余方新,,材料科学与工程（无机非金属材料方向）193班,24,必修,1,材料学院,0,笔试考试,,,0,
J6150G0003,C++程序设计,李荣鑫,,"建筑环境与能源应用工程191班,新能源材料与器件191班,材料科学与工程（无机非金属材料方向）[193-4]班",111,必修,1,信工学院,0,笔试考试,,,0,
J5250A0024,剧本创作,李江月,,动画[191-2]班,51,必修,1,艺术学院,0,笔试考试,,,0,
Z525KX1048,动画初级软件,吴向华,,动画191班,25,选修,1,艺术学院,0,笔试考试,,,0,
Z525KX1048,动画初级软件,张绍昌,,动画192班,25,选修,1,艺术学院,0,笔试考试,,,0,
J525KA0021,视听语言,张千山,,动画[191-2]班,50,必修,1,艺术学院,0,笔试考试,,,0,
Z525KX1049,动画技法,金晓明,,动画[191-2]班,50,选修,1,艺术学院,0,笔试考试,,,0,
J525KA0009,绘画基础语言研究与实践,骆承珷,,绘画（综合材料造型）192班,22,必修,1,艺术学院,0,笔试考试,,,0,
Z525KX0060,动物雕塑,吴旻,,绘画（综合材料造型）192班,22,选修,1,艺术学院,0,笔试考试,,,0,
Z525KB0011,造型语言研究,袁培,,绘画（综合材料造型）192班,22,必修,1,艺术学院,0,笔试考试,,,0,
Z5430B0021,会计信息系统,朱宇娉,,会计学（国际会计师ACCA）[191-2]班,39,必修,1,经管学院,0,笔试考试,,,0,
Z5430B0022,企业伦理与会计职业道德,张雪华,,会计学（国际会计师ACCA）191班,19,必修,1,经管学院,0,笔试考试,,,0,
Z5430X0028,内部控制学,王加灿,,会计学（国际会计师ACCA）[191-2]班,40,选修,1,经管学院,0,笔试考试,,,0,
T7210P0002,马克思主义基本原理,胡传明,,"经济学（经济统计学）191班,会计学（国际会计师ACCA）[191-2]班,会计学（公司理财）191班,会计学（注册会计师）191班",127,必修,1,马克思主义学院,0,笔试考试,,,0,
J5420S0003,国际贸易与金融,郭有钦,,会计学（国际会计师ACCA）191班,19,必修,1,经管学院,0,笔试考试,,,0,
J5420S0003,国际贸易与金融,门丹,,会计学（国际会计师ACCA）192班,23,必修,1,经管学院,0,笔试考试,,,0,
Z5430B0026,财务报告（F7）,张横峰,,会计学（国际会计师ACCA）[191-2]班,41,必修,1,经管学院,0,笔试考试,,,0,
Z5430B0027,审计与认证（F8）,熊欢欢,,会计学（国际会计师ACCA）[191-2]班,39,必修,1,经管学院,0,笔试考试,,,0,
Z5010B0013,汉英应用文对比与写作,黄霞,,汉语国际教育181班,15,必修,1,人文学院,0,笔试考试,,,0,
Z5010B0014,教育心理学,刘小川,,汉语国际教育181班,15,必修,1,人文学院,0,笔试考试,,,0,
Z5010X0066,比较语言学,李占炳,,汉语国际教育181班,15,选修,1,人文学院,0,笔试考试,,,0,
Z5010X0048,文献学与文献检索,龙野,,汉语国际教育181班,5,选修,1,人文学院,0,笔试考试,,,0,
Z5010X0040,英语口语,周鹏,,汉语国际教育181班,10,选修,1,人文学院,0,笔试考试,,,0,
Z5010X0058,"公共关系学	",赵刚,,汉语国际教育181班,10,选修,1,人文学院,0,笔试考试,,,0,
Z5010X2049,二外（基础西班牙语）（下）,徐采霞,,汉语国际教育181班,13,选修,1,人文学院,0,笔试考试,,,0,
Z524KX0083,陶瓷产品设计,徐伟峰:钟丹,,产品设计（建筑产品设计）182班,27,选修,1,艺术学院,0,笔试考试,,,0,
Z5240X0012,经典家具赏析,万莉:朱琦,,产品设计（建筑产品设计）182班,27,选修,1,艺术学院,0,笔试考试,,,0,
Z524KX2019,建筑产品设计（2）,张志华,,产品设计（建筑产品设计）182班,27,选修,1,艺术学院,0,笔试考试,,,0,
Z524KX0019,陈设用品与软装设计,王睿,,产品设计（建筑产品设计）182班,27,选修,1,艺术学院,0,笔试考试,,,0,
J524KA0121,服务设计,徐伟峰,,产品设计（建筑产品设计）182班,27,必修,1,艺术学院,0,课程设计,,,0,
710ZH304,心理咨询实验,陈川,,应用心理学（第二学士学位）201班,27,选修,1,公管学院,0,笔试考试,,,0,
710ZH305,变态心理学,郭明:胡飞虎:卢和丽,,应用心理学（第二学士学位）201班,27,选修,1,公管学院,0,笔试考试,,,0,
710ZP309,心理测量学,李力,,应用心理学（第二学士学位）201班,27,必修,1,公管学院,0,笔试考试,,,0,
710ZH303,咨询心理学,杨琳,,应用心理学（第二学士学位）201班,28,选修,1,公管学院,0,笔试考试,,,0,
720GS006,形势与政策（2）,张文咏,,"数学类[201-3]班,金融数学[201-2]班",142,必修,1,马克思主义学院,0,课程论文（报告）,,,0,
101CL001,大学生职业发展与就业指导,潘丽芳,,数学类[201-3]班,96,必修,1,公共课排课,0,笔试考试,,,0,
210GX001,大学生心理健康指导,李阳,,"数学类[201-3]班,金融数学[201-2]班",142,必修,1,公共课排课,0,笔试考试,,,0,
720GS002,中国近现代史纲要,郭秋光,,数学类[201-3]班,95,必修,1,马克思主义学院,0,笔试考试,,,0,
550ZP002,数学分析（2）,谢爱芳,,数学类202班,33,必修,1,理学院,0,笔试考试,,该课程不对外专业开放,0,
550ZP002,数学分析（2）,陈晓清,,数学类201班,43,必修,1,理学院,0,笔试考试,,该课程不对外专业开放,0,
550ZP002,数学分析（2）,朱咏前,,数学类203班,34,必修,1,理学院,0,笔试考试,,该课程不对外专业开放,0,
550ZP005,高等代数（2）,司华斌,,数学类202班,37,必修,1,理学院,0,笔试考试,,该课程不对外专业开放,0,
550ZP005,高等代数（2）,汪祥:王滕,,数学类201班,43,必修,1,理学院,0,笔试考试,,该课程不对外专业开放,0,
550ZP005,高等代数（2）,陶永芊,,数学类203班,42,必修,1,理学院,0,笔试考试,,该课程不对外专业开放,0,
Z5120B2510,俄语翻译理论与技巧（2）,张勉,,俄语181班,14,必修,1,外语学院,0,笔试考试,,,0,
Z5120X0510,高级俄汉笔译,王柯文,,俄语181班,14,选修,1,外语学院,0,笔试考试,,,0,
Z5120X0511,俄语诗歌赏析,ANNA,,俄语181班,14,选修,1,外语学院,0,笔试考试,,,0,
Z5120B2508,高级俄语（2）,颜国琴,,俄语181班,14,必修,1,外语学院,0,笔试考试,,,0,
Z5120X0519,综合经贸俄语,ANNA,,俄语181班,14,选修,1,外语学院,0,笔试考试,,,0,
T7210P4006,形势与政策（4）,黄金城,,"眼视光学191班,眼视光医学191班",49,必修,1,马克思主义学院,0,笔试考试,,,0,
